Starting Point,Ending Point,Bus Name,Bus Type,Departing Time,Reaching Time,Duration,Star Rating,Price,Seat Availability,Bus Type (Categorized)
Hyderabad,Vijayawada,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),09:00 PM,04:30 AM,07h 30m,3.9,600,12,A/C Seater/Sleeper
Hyderabad,Vijayawada,Royal Varma Travels,A/C Sleeper (2+1),09:55 PM,04:45 AM,06h 50m,3.5,900,17,A/C Sleeper
Hyderabad,Vijayawada,Orange Tours And Travels,NON A/C Sleeper (2+1),10:00 PM,04:45 AM,06h 45m,3.2,600,26,A/C Sleeper
Hyderabad,Vijayawada,LVP Travels,A/C Seater / Sleeper (2+1),09:00 PM,04:20 AM,07h 20m,3.4,610,17,A/C Seater/Sleeper
Hyderabad,Vijayawada,Sai RK Travels,Non A/C Seater / Sleeper (2+1),10:00 PM,04:10 AM,06h 10m,3.5,560,18,A/C Seater/Sleeper
Hyderabad,Vijayawada,Chandu Travels,A/C Seater / Sleeper (2+1),10:19 PM,04:30 AM,06h 11m,3.2,437,22,A/C Seater/Sleeper
Hyderabad,Vijayawada,Kaveri Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),08:50 PM,04:35 AM,07h 45m,3.2,750,13,A/C Sleeper
Hyderabad,Vijayawada,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),09:00 PM,04:45 AM,07h 45m,3.4,600,26,A/C Seater/Sleeper
Hyderabad,Vijayawada,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),09:28 PM,03:35 AM,06h 07m,3.5,500,12,A/C Seater/Sleeper
Hyderabad,Vijayawada,Orange Tours And Travels,NON A/C Sleeper (2+1),08:03 PM,02:00 AM,05h 57m,3.2,600,13,A/C Sleeper
Hyderabad,Vijayawada,KKaveri Travels,Non A/C Seater / Sleeper (2+1),08:00 PM,02:00 AM,06h 00m,3.1,590,13,A/C Seater/Sleeper
Hyderabad,Vijayawada,Komali Travels,Non A/C Seater / Sleeper (2+1),09:00 PM,04:30 AM,07h 30m,3.4,510,21,A/C Seater/Sleeper
Hyderabad,Vijayawada,Siri Tours and Travels,A/C Seater / Sleeper (2+1),08:10 PM,02:10 AM,06h 00m,3.7,560,19,A/C Seater/Sleeper
Hyderabad,Vijayawada,Ramana Tours And Travels,Non A/C Seater / Sleeper (2+1),09:45 PM,04:45 AM,07h 00m,3.5,560,12,A/C Seater/Sleeper
Hyderabad,Vijayawada,Sri Rama Travels,A/C Seater / Sleeper (2+1),09:40 PM,04:15 AM,06h 35m,3.9,555,25,A/C Seater/Sleeper
Hyderabad,Vijayawada,Siri Tours and Travels,A/C Seater / Sleeper (2+1),08:10 PM,02:40 AM,06h 30m,3.3,610,12,A/C Seater/Sleeper
Hyderabad,Vijayawada,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),08:00 PM,03:30 AM,07h 30m,3.7,560,22,A/C Seater/Sleeper
Hyderabad,Vijayawada,KKaveri Travels,Non A/C Seater / Sleeper (2+1),08:00 PM,02:30 AM,06h 30m,3.8,560,11,A/C Seater/Sleeper
Hyderabad,Vijayawada,LVP Travels,A/C Seater / Sleeper (2+1),09:00 PM,04:10 AM,07h 10m,3.6,610,16,A/C Seater/Sleeper
Hyderabad,Vijayawada,YNR Travels,A/C Sleeper (2+1),11:40 PM,06:10 AM,06h 30m,3.0,4750,32,A/C Sleeper
Hyderabad,Vijayawada,V Kaveri Travels,A/C Sleeper (2+1),09:00 PM,04:45 AM,07h 45m,3.4,800,12,A/C Sleeper
Hyderabad,Vijayawada,Apple Travels,A/C Seater / Sleeper (2+1),09:40 PM,03:30 AM,05h 50m,3.0,450,14,A/C Seater/Sleeper
Hyderabad,Vijayawada,Sree Durga Kaveri Travels,A/C Sleeper (2+1),10:20 PM,04:30 AM,06h 10m,3.1,580,17,A/C Sleeper
Hyderabad,Vijayawada,SLGT Travels,A/C Seater/Sleeper (2+1),09:30 PM,04:30 AM,07h 00m,3.1,450,24,A/C Seater/Sleeper
Hyderabad,Vijayawada,KVR Tours and Travels,A/C Seater / Sleeper (2+1),09:30 PM,04:15 AM,06h 45m,3.0,529,29,A/C Seater/Sleeper
Hyderabad,Vijayawada,Sai Srinivasa Travels,Non A/C Seater / Sleeper (2+1),10:00 PM,04:50 AM,06h 50m,3.9,510,14,A/C Seater/Sleeper
Hyderabad,Vijayawada,Kaveri Travels,Non A/C Seater / Sleeper (2+1),08:50 PM,04:30 AM,07h 40m,3.1,510,22,A/C Seater/Sleeper
Hyderabad,Vijayawada,Sai Virat Travels,Volvo Multi-Axle A/C Sleeper (2+1),08:30 PM,05:00 AM,08h 30m,3.9,750,14,A/C Sleeper
Hyderabad,Vijayawada,Sai Virat Travels,Volvo Multi-Axle A/C Sleeper (2+1),09:30 PM,03:25 AM,05h 55m,3.9,800,12,A/C Sleeper
Hyderabad,Vijayawada,SREE KARA TRAVELS,Non A/C Seater / Sleeper (2+1),08:45 PM,04:15 AM,07h 30m,3.8,499,11,A/C Seater/Sleeper
Hyderabad,Vijayawada,Vahini Travels,Non A/C Seater / Sleeper (2+1),09:10 PM,04:45 AM,07h 35m,3.7,560,22,A/C Seater/Sleeper
Hyderabad,Vijayawada,Sri NVR Travels,NON A/C Sleeper (2+1),09:40 PM,04:30 AM,06h 50m,3.7,599,25,A/C Sleeper
Hyderabad,Vijayawada,Vahini Travels,Non A/C Seater / Sleeper (2+1),08:00 PM,04:30 AM,08h 30m,3.7,499,14,A/C Seater/Sleeper
Hyderabad,Vijayawada,Sri Sai Anjana Tours and Travels,Non A/C Seater / Sleeper (2+1),08:15 PM,04:25 AM,08h 10m,3.7,444,14,A/C Seater/Sleeper
Hyderabad,Vijayawada,Sri Krishna Travels (VGN),A/C Seater / Sleeper (2+1),10:00 PM,05:00 AM,07h 00m,3.6,550,14,A/C Seater/Sleeper
Hyderabad,Vijayawada,Sri Atluri Travels,Non A/C Seater / Sleeper (2+1),08:00 PM,03:50 AM,07h 50m,3.6,560,13,A/C Seater/Sleeper
Hyderabad,Vijayawada,DMR Travels,Non A/C Seater / Sleeper (2+1),09:35 PM,04:30 AM,06h 55m,3.5,500,18,A/C Seater/Sleeper
Hyderabad,Vijayawada,DMR Travels,Non A/C Seater / Sleeper (2+1),09:30 PM,04:30 AM,07h 00m,3.5,560,18,A/C Seater/Sleeper
Hyderabad,Vijayawada,DMR Travels,A/C Sleeper (2+1),08:40 PM,03:30 AM,06h 50m,3.5,799,16,A/C Sleeper
Hyderabad,Vijayawada,DMR Travels,A/C Sleeper (2+1),08:40 PM,03:40 AM,07h 00m,3.5,799,19,A/C Sleeper
Hyderabad,Vijayawada,Vinay's Tours and Travels,A/C Sleeper (2+1),10:45 PM,05:25 AM,06h 40m,3.5,600,19,A/C Sleeper
Hyderabad,Vijayawada,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),09:00 PM,05:05 AM,08h 05m,3.5,540,15,A/C Seater/Sleeper
Hyderabad,Vijayawada,Sri Sai Balaji Travels,A/C Seater / Sleeper (2+1),09:15 PM,04:15 AM,07h 00m,3.4880152239047697,3599,29,A/C Seater/Sleeper
Hyderabad,Vijayawada,Mayuri Travels,A/C Sleeper (2+1),08:40 PM,03:30 AM,06h 50m,3.4,700,12,A/C Sleeper
Hyderabad,Vijayawada,Komali Travels,A/C Seater / Sleeper (2+1),09:45 PM,04:00 AM,06h 15m,3.4,500,16,A/C Seater/Sleeper
Hyderabad,Vijayawada,Siri Tours and Travels,Non A/C Seater / Sleeper (2+1),09:00 PM,04:15 AM,07h 15m,3.4,560,15,A/C Seater/Sleeper
Hyderabad,Vijayawada,Siri Tours and Travels,Non A/C Seater / Sleeper (2+1),08:55 PM,04:15 AM,07h 20m,3.4,610,11,A/C Seater/Sleeper
Hyderabad,Vijayawada,Mayuri Travels,A/C Sleeper (2+1),07:57 PM,02:30 AM,06h 33m,3.4,1110,18,A/C Sleeper
Hyderabad,Vijayawada,Sri Tulasi Tours and Travels,A/C Sleeper (2+1),08:00 PM,03:00 AM,07h 00m,3.4,849,13,A/C Sleeper
Hyderabad,Vijayawada,CVR Travels,Non A/C Seater / Sleeper (2+1),09:30 PM,04:17 AM,06h 47m,3.4,560,25,A/C Seater/Sleeper
Hyderabad,Vijayawada,Mayuri Travels,Non A/C Seater / Sleeper (2+1),08:00 PM,02:00 AM,06h 00m,3.4,500,17,A/C Seater/Sleeper
Hyderabad,Vijayawada,Puri Jagannadh Tours And Travels,Non A/C Seater / Sleeper (2+1),08:00 PM,03:45 AM,07h 45m,3.3,500,20,A/C Seater/Sleeper
Hyderabad,Vijayawada,Sai Godavari Travels,Non A/C Seater / Sleeper (2+1),09:00 PM,04:00 AM,07h 00m,3.3,560,17,A/C Seater/Sleeper
Hyderabad,Vijayawada,V Kaveri Travels,A/C Seater / Sleeper (2+1),09:40 PM,05:10 AM,07h 30m,3.2,500,13,A/C Seater/Sleeper
Hyderabad,Vijayawada,Ajay Bus,Non A/C Seater / Sleeper (2+1),09:20 PM,04:00 AM,06h 40m,3.2,560,13,A/C Seater/Sleeper
Hyderabad,Vijayawada,Ajay Bus,Non A/C Seater / Sleeper (2+1),10:00 PM,04:30 AM,06h 30m,3.2,440,18,A/C Seater/Sleeper
Hyderabad,Vijayawada,SVM Tours And Travels,Non A/C Seater / Sleeper (2+1),09:28 PM,04:20 AM,06h 52m,3.2,555,18,A/C Seater/Sleeper
Hyderabad,Vijayawada,KVR Tours and Travels,A/C Sleeper (2+1),08:20 PM,02:05 AM,05h 45m,3.1,840,15,A/C Sleeper
Hyderabad,Vijayawada,Srivastav Travels,A/C Seater / Sleeper (2+1),08:40 PM,04:00 AM,07h 20m,3.0,499,13,A/C Seater/Sleeper
Hyderabad,Vijayawada,Rainbow Tours And Travels,A/C Seater/Sleeper (2+1),08:00 PM,03:30 AM,07h 30m,3.0,560,20,A/C Seater/Sleeper
Hyderabad,Vijayawada,Vinay's Tours and Travels,A/C Sleeper (2+1),10:50 PM,06:05 AM,07h 15m,3.8,499,17,A/C Sleeper
Hyderabad,Vijayawada,Vasireddy Travels,A/C Seater / Sleeper (2+1),10:20 PM,05:30 AM,07h 10m,3.3,554,14,A/C Seater/Sleeper
Hyderabad,Vijayawada,SVR Tours and Travels,A/C Seater / Sleeper (2+1),08:00 PM,11:50 PM,03h 50m,3.3,580,17,A/C Seater/Sleeper
Hyderabad,Vijayawada,Sri Karan Sai Tours and Travels,Non A/C Seater / Sleeper (2+1),09:00 PM,04:20 AM,07h 20m,3.2,3800,28,A/C Seater/Sleeper
Hyderabad,Vijayawada,Tranzindia Travels,Volvo Multi-Axle A/C Sleeper (2+1),08:40 PM,03:50 AM,07h 10m,3.0,1099,19,A/C Sleeper
Hyderabad,Vijayawada,CVR Express,Non A/C Seater / Sleeper (2+1),08:40 PM,04:25 AM,07h 45m,3.2,499,13,A/C Seater/Sleeper
Hyderabad,Vijayawada,Sai Dasari Travels,NON A/C Hi-Tech Push Back (2+2),09:55 PM,04:27 AM,06h 32m,3.3,500,22,A/C Unknown Type
Hyderabad,Vijayawada,Ajay Bus,Non A/C Seater / Sleeper (2+1),10:00 PM,04:40 AM,06h 40m,3.2,440,24,A/C Seater/Sleeper
Hyderabad,Vijayawada,LVP Travels,Non A/C Seater / Sleeper (2+1),09:09 PM,04:20 AM,07h 11m,3.9,610,21,A/C Seater/Sleeper
Hyderabad,Vijayawada,LVP Travels,Non A/C Seater / Sleeper (2+1),08:50 PM,04:30 AM,07h 40m,3.9,610,15,A/C Seater/Sleeper
Hyderabad,Vijayawada,LVP Travels,Non A/C Seater / Sleeper (2+1),09:00 PM,04:10 AM,07h 10m,3.9,610,26,A/C Seater/Sleeper
Hyderabad,Vijayawada,Sri NVR Travels,Non A/C Seater / Sleeper (2+1),09:40 PM,04:00 AM,06h 20m,3.7,749,19,A/C Seater/Sleeper
Hyderabad,Vijayawada,Vahini Travels,NON A/C Push Back (2+2),09:10 PM,04:30 AM,07h 20m,3.7,499,11,A/C Unknown Type
Hyderabad,Vijayawada,Rainbow Tours And Travels,Non A/C Seater / Sleeper (2+1),08:50 PM,04:20 AM,07h 30m,3.0,490,31,A/C Seater/Sleeper
Hyderabad,Vijayawada,YNR Travels,A/C Sleeper (2+1),11:30 PM,05:15 AM,05h 45m,3.0,2850,32,A/C Sleeper
Hyderabad,Vijayawada,Rainbow Tours And Travels,Non A/C Seater / Sleeper (2+1),08:50 PM,04:35 AM,07h 45m,3.0,410,18,A/C Seater/Sleeper
Hyderabad,Vijayawada,Rainbow Tours And Travels,Non A/C Seater / Sleeper (2+1),08:00 PM,03:30 AM,07h 30m,3.0,780,27,A/C Seater/Sleeper
Hyderabad,Vijayawada,Sai RK Travels,Non A/C Seater / Sleeper (2+1),09:15 PM,04:30 AM,07h 15m,3.0,560,19,A/C Seater/Sleeper
Hyderabad,Vijayawada,Srivastav Travels,Bharat Benz A/C Sleeper (2+1),08:01 PM,04:05 AM,08h 04m,3.0,2850,36,A/C Sleeper
Hyderabad,Vijayawada,LVR Travels,Non A/C Seater / Sleeper (2+1),10:20 PM,05:45 AM,07h 25m,3.9,499,4,A/C Seater/Sleeper
Hyderabad,Vijayawada,V Kaveri Travels,A/C Seater / Sleeper (2+1),09:40 PM,04:15 AM,06h 35m,3.9,560,10,A/C Seater/Sleeper
Hyderabad,Vijayawada,Orange Tours And Travels,A/C Sleeper (2+1),09:00 PM,04:45 AM,07h 45m,3.7,800,8,A/C Sleeper
Hyderabad,Vijayawada,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),10:00 PM,05:15 AM,07h 15m,3.4,400,8,A/C Seater/Sleeper
Hyderabad,Vijayawada,Sri Durga Malleswari Travels,A/C Seater / Sleeper (2+1),09:00 PM,04:40 AM,07h 40m,3.9,493,9,A/C Seater/Sleeper
Hyderabad,Vijayawada,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),10:00 PM,05:15 AM,07h 15m,3.3,700,10,A/C Sleeper
Hyderabad,Vijayawada,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),10:00 PM,05:15 AM,07h 15m,3.2,700,7,A/C Sleeper
Hyderabad,Vijayawada,Morning Star Travels,A/C Sleeper (2+1),10:30 PM,05:25 AM,06h 55m,3.6,690,8,A/C Sleeper
Hyderabad,Vijayawada,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),09:45 PM,05:15 AM,07h 30m,3.1,400,7,A/C Seater/Sleeper
Hyderabad,Vijayawada,Nani Svkdt Travels,A/C Sleeper (2+1),10:00 PM,04:25 AM,06h 25m,3.3,870,9,A/C Sleeper
Hyderabad,Vijayawada,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),10:00 PM,05:30 AM,07h 30m,3.3,500,10,A/C Seater/Sleeper
Hyderabad,Vijayawada,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),08:00 PM,03:55 AM,07h 55m,3.0,400,10,A/C Seater/Sleeper
Hyderabad,Vijayawada,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),09:05 PM,04:25 AM,07h 20m,3.2,400,9,A/C Seater/Sleeper
Hyderabad,Vijayawada,PRK Travels,Non A/C Seater / Sleeper (2+1),08:15 PM,05:25 AM,09h 10m,3.8,599,1,A/C Seater/Sleeper
Hyderabad,Vijayawada,Go Tour Travels and Holidays,A/C Sleeper (2+1),09:45 PM,04:15 AM,06h 30m,3.7,890,8,A/C Sleeper
Hyderabad,Vijayawada,Sai RK Travels,Non A/C Seater / Sleeper (2+1),09:50 PM,04:35 AM,06h 45m,3.1,560,10,A/C Seater/Sleeper
Hyderabad,Vijayawada,Sri Venkata Padmavathi Travels,A/C Seater / Sleeper (2+1),09:35 PM,04:45 AM,07h 10m,3.3,490,9,A/C Seater/Sleeper
Hyderabad,Vijayawada,Orange Tours And Travels,A/C Seater / Sleeper (2+1),08:15 PM,01:00 AM,04h 45m,3.5,580,7,A/C Seater/Sleeper
Hyderabad,Vijayawada,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),08:00 PM,02:05 AM,06h 05m,3.3,560,8,A/C Seater/Sleeper
Hyderabad,Vijayawada,SAMANVI CITICONNECT,A/C Sleeper (2+1),08:40 PM,04:20 AM,07h 40m,3.0,809,3,A/C Sleeper
Hyderabad,Vijayawada,Sri Sai Anjana Tours and Travels,Non A/C Seater / Sleeper (2+1),08:00 PM,03:45 AM,07h 45m,3.7,666,4,A/C Seater/Sleeper
Hyderabad,Vijayawada,Mozo travels,A/C Sleeper (2+1),08:00 PM,04:20 AM,08h 20m,3.3,800,5,A/C Sleeper
Hyderabad,Vijayawada,Puri Jagannadh Tours And Travels,A/C Seater / Sleeper (2+1),09:20 PM,03:55 AM,06h 35m,3.3,500,6,A/C Seater/Sleeper
Hyderabad,Vijayawada,Padma Travels,Non A/C Seater / Sleeper (2+1),09:15 PM,04:00 AM,06h 45m,3.9,499,7,A/C Seater/Sleeper
Hyderabad,Vijayawada,Laharisa Tours and Travels,Non A/C Seater / Sleeper (2+1),08:15 PM,04:05 AM,07h 50m,3.9,500,9,A/C Seater/Sleeper
Hyderabad,Vijayawada,KTR Travels,Non A/C Seater / Sleeper (2+1),08:15 PM,10:30 PM,02h 15m,3.7,999,4,A/C Seater/Sleeper
Hyderabad,Vijayawada,Nani Svkdt Travels,A/C Sleeper (2+1),10:00 PM,04:30 AM,06h 30m,3.2,870,4,A/C Sleeper
Hyderabad,Vijayawada,Sri Atluri Travels,NON AC Seater / Sleeper 2+1,08:00 PM,04:20 AM,08h 20m,3.6,610,10,Unknown A/C Seater/Sleeper
Hyderabad,Vijayawada,DMR Travels,Non A/C Seater / Sleeper (2+1),09:35 PM,04:30 AM,06h 55m,3.5,610,7,A/C Seater/Sleeper
Hyderabad,Vijayawada,LVR Travels,Non A/C Seater / Sleeper (2+1),08:15 PM,04:55 AM,08h 40m,3.6,499,4,A/C Seater/Sleeper
Hyderabad,Vijayawada,Puri Jagannadh Tours And Travels,Non A/C Seater / Sleeper (2+1),08:00 PM,02:45 AM,06h 45m,3.3,599,10,A/C Seater/Sleeper
Hyderabad,Vijayawada,Rainbow Tours And Travels,Non A/C Seater / Sleeper (2+1),08:50 PM,04:15 AM,07h 25m,3.0,410,9,A/C Seater/Sleeper
Hyderabad,Vijayawada,Orange Tours And Travels,Bharat Benz A/C Seater /Sleeper (2+1),10:00 PM,05:15 AM,07h 15m,2.7,500,14,A/C Seater/Sleeper
Hyderabad,Vijayawada,Orange Tours And Travels,NON A/C Sleeper (2+1),10:00 PM,05:15 AM,07h 15m,2.9,600,11,A/C Sleeper
Hyderabad,Vijayawada,SVR Tours and Travels,Volvo Multi Axle Sleeper B11R (2+1),08:00 PM,11:50 PM,03h 50m,2.9,800,23,Unknown A/C Sleeper
Hyderabad,Vijayawada,Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),09:00 PM,03:30 AM,06h 30m,2.7,500,16,A/C Seater/Sleeper
Hyderabad,Vijayawada,Sai Sri Krishna Travels,A/C Seater / Sleeper (2+1),09:30 PM,04:30 AM,07h 00m,2.6,500,21,A/C Seater/Sleeper
Hyderabad,Vijayawada,Sai Dasari Travels,A/C Sleeper (2+1),09:30 PM,04:27 AM,06h 57m,2.9,900,11,A/C Sleeper
Hyderabad,Vijayawada,Ramana Tours And Travels,Non A/C Seater / Sleeper (2+1),09:40 PM,04:00 AM,06h 20m,2.6,560,17,A/C Seater/Sleeper
Hyderabad,Vijayawada,SVR Tours and Travels,Volvo A/C Sleeper (2+1),08:00 PM,11:45 PM,03h 45m,2.6,800,24,A/C Sleeper
Hyderabad,Vijayawada,Sai RK Travels,Non A/C Seater / Sleeper (2+1),10:00 PM,04:05 AM,06h 05m,2.0,560,16,A/C Seater/Sleeper
Hyderabad,Vijayawada,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),08:00 PM,03:30 AM,07h 30m,2.4,500,18,A/C Seater/Sleeper
Hyderabad,Vijayawada,Sai Dasari Travels,Volvo Multi-Axle A/C Sleeper (2+1),10:00 PM,04:27 AM,06h 27m,2.1,950,13,A/C Sleeper
Hyderabad,Vijayawada,Mayuri Travels,Non A/C Seater / Sleeper (2+1),07:57 PM,02:00 AM,06h 03m,2.7,500,18,A/C Seater/Sleeper
Hyderabad,Vijayawada,Ramana Tours And Travels,A/C Seater / Sleeper (2+1),09:40 PM,04:45 AM,07h 05m,2.2,550,18,A/C Seater/Sleeper
Hyderabad,Vijayawada,Morning Star Travels,A/C Sleeper (2+1),09:30 PM,04:30 AM,07h 00m,1.4,790,17,A/C Sleeper
Hyderabad,Vijayawada,BSR Tours And Travels,A/C Seater / Sleeper (2+1),08:50 PM,04:10 AM,07h 20m,2.5,580,18,A/C Seater/Sleeper
Hyderabad,Vijayawada,KKaveri Travels,Non A/C Seater / Sleeper (2+1),08:45 PM,03:40 AM,06h 55m,1.4,500,13,A/C Seater/Sleeper
Hyderabad,Vijayawada,Morning Star Travels,NON A/C Sleeper (2+1),10:15 PM,05:10 AM,06h 55m,1.8,500,22,A/C Sleeper
Hyderabad,Vijayawada,Orange Tours And Travels,A/C Sleeper (2+1),09:00 PM,04:45 AM,07h 45m,2.3,800,14,A/C Sleeper
Hyderabad,Vijayawada,SVR Tours and Travels,A/C Seater / Sleeper (2+1),08:00 PM,11:50 PM,03h 50m,2.9,580,23,A/C Seater/Sleeper
Hyderabad,Vijayawada,J GAGANA TRAVELS,A/C Seater / Sleeper (2+1),09:15 PM,03:45 AM,06h 30m,2.9,499,20,A/C Seater/Sleeper
Hyderabad,Vijayawada,SAMANVI CITICONNECT,NON AC Seater / Sleeper 2+1,08:50 PM,03:45 AM,06h 55m,2.9,555,12,Unknown A/C Seater/Sleeper
Hyderabad,Vijayawada,Sai Sri Durga Travels,Non A/C Seater / Sleeper (2+1),10:50 PM,05:45 AM,06h 55m,2.7,3000,40,A/C Seater/Sleeper
Hyderabad,Vijayawada,Ramana Tours And Travels,Non A/C Seater / Sleeper (2+1),09:45 PM,05:00 AM,07h 15m,2.8,600,13,A/C Seater/Sleeper
Hyderabad,Vijayawada,VENKATA VYSHNAVI TRAVELS,Non A/C Seater / Sleeper (2+1),11:00 PM,05:30 AM,06h 30m,2.3,3999,41,A/C Seater/Sleeper
Hyderabad,Vijayawada,Sri Krishna Travels,Volvo Multi-Axle A/C Sleeper (2+1),09:45 PM,05:10 AM,07h 25m,2.2,550,22,A/C Sleeper
Hyderabad,Vijayawada,Tranzindia Travels,Scania AC Multi Axle Sleeper (2+1),08:45 PM,03:15 AM,06h 30m,2.5,1099,18,Unknown A/C Sleeper
Hyderabad,Vijayawada,Morning Star Travels,A/C Sleeper (2+1),09:30 PM,03:30 AM,06h 00m,2.7,790,13,A/C Sleeper
Hyderabad,Vijayawada,Morning Star Travels,A/C Sleeper (2+1),09:30 PM,03:55 AM,06h 25m,2.7,990,18,A/C Sleeper
Hyderabad,Vijayawada,Morning Star Travels,A/C Sleeper (2+1),09:30 PM,04:20 AM,06h 50m,2.7,790,18,A/C Sleeper
Hyderabad,Vijayawada,Bmcc Travels,A/C Sleeper (2+1),09:15 PM,07:25 AM,10h 10m,2.6,998,23,A/C Sleeper
Hyderabad,Vijayawada,Bmcc Travels,A/C Sleeper (2+1),09:20 PM,04:05 AM,06h 45m,2.6,949,22,A/C Sleeper
Hyderabad,Vijayawada,Mahi Trans Solutions,A/C Sleeper (2+1),10:20 PM,04:15 AM,05h 55m,2.5,690,23,A/C Sleeper
Hyderabad,Vijayawada,Mahi Trans Solutions,Non A/C Seater / Sleeper (2+1),08:20 PM,04:15 AM,07h 55m,2.5,444,20,A/C Seater/Sleeper
Hyderabad,Vijayawada,Mozo travels,A/C Sleeper (2+1),09:30 PM,05:10 AM,07h 40m,2.4,749,12,A/C Sleeper
Hyderabad,Vijayawada,Mozo travels,A/C Seater / Sleeper (2+1),08:00 PM,04:10 AM,08h 10m,2.4,600,11,A/C Seater/Sleeper
Hyderabad,Vijayawada,KKaveri Travels,Non A/C Seater / Sleeper (2+1),08:00 PM,02:30 AM,06h 30m,2.4,560,13,A/C Seater/Sleeper
Hyderabad,Vijayawada,Meghana Travels,A/C Seater / Sleeper (2+1),09:55 PM,04:45 AM,06h 50m,2.9,380,16,A/C Seater/Sleeper
Hyderabad,Vijayawada,MY YATRA BUS,A/C Sleeper (2+1),10:25 PM,05:00 AM,06h 35m,2.8,3000,36,A/C Sleeper
Hyderabad,Vijayawada,Bmcc Travels,A/C Sleeper (2+1),09:25 PM,03:15 AM,05h 50m,2.6,849,21,A/C Sleeper
Hyderabad,Vijayawada,Tranzindia Travels,Bharat Benz A/C Sleeper (2+1),08:50 PM,04:10 AM,07h 20m,2.6,949,14,A/C Sleeper
Hyderabad,Vijayawada,Tranzindia Travels,Scania AC Multi Axle Sleeper (2+1),07:58 PM,02:15 AM,06h 17m,2.6,899,20,Unknown A/C Sleeper
Hyderabad,Vijayawada,Tranzindia Travels,Bharat Benz A/C Sleeper (2+1),07:58 PM,01:45 AM,05h 47m,2.6,900,12,A/C Sleeper
Hyderabad,Vijayawada,Bmcc Travels,A/C Sleeper (2+1),09:25 PM,04:24 PM,18h 59m,2.6,949,12,A/C Sleeper
Hyderabad,Vijayawada,Mahi Trans Solutions,Non A/C Seater / Sleeper (2+1),08:20 PM,04:15 AM,07h 55m,2.5,499,21,A/C Seater/Sleeper
Hyderabad,Vijayawada,Elegance Tours And Travels Pvt Ltd,Bharat Benz A/C Sleeper (2+1),08:00 PM,02:45 AM,06h 45m,1.9,1235,19,A/C Sleeper
Hyderabad,Vijayawada,ARK Travels,Non AC Seater (2+2),09:20 PM,04:45 AM,07h 25m,1.3,399,30,Unknown A/C Seater
Hyderabad,Vijayawada,Naveen Tours and Travels,A/C Seater/Sleeper (2+1),08:09 PM,02:14 AM,06h 05m,3.4880152239047697,890,37,A/C Seater/Sleeper
Hyderabad,Vijayawada,Naveen Tours and Travels,A/C Seater/Sleeper (2+1),10:10 PM,04:15 AM,06h 05m,3.4880152239047697,690,32,A/C Seater/Sleeper
Hyderabad,Vijayawada,VR Travels,Non A/C Seater / Sleeper (2+1),11:45 PM,04:25 AM,04h 40m,3.4880152239047697,4000,40,A/C Seater/Sleeper
Hyderabad,Vijayawada,Orange Tours And Travels,Volvo Multi-Axle Sleeper A/C (2+1),10:00 PM,04:45 AM,06h 45m,2.8,750,3,A/C Sleeper
Hyderabad,Vijayawada,Orange Tours And Travels,A/C Sleeper (2+1),09:45 PM,04:40 AM,06h 55m,2.7,800,6,A/C Sleeper
Hyderabad,Vijayawada,Orange Tours And Travels,A/C Sleeper (2+1),10:00 PM,05:00 AM,07h 00m,2.5,800,6,A/C Sleeper
Hyderabad,Vijayawada,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),08:00 PM,03:55 AM,07h 55m,2.2,400,6,A/C Seater/Sleeper
Hyderabad,Vijayawada,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),08:05 PM,02:15 AM,06h 10m,2.7,500,6,A/C Seater/Sleeper
Hyderabad,Vijayawada,SAMANVI CITICONNECT,Non A/C Seater / Sleeper (2+1),08:50 PM,03:45 AM,06h 55m,2.9,670,2,A/C Seater/Sleeper
Hyderabad,Vijayawada,Srivastav Travels,Non A/C Seater / Sleeper (2+1),08:40 PM,05:00 AM,08h 20m,2.4,664,7,A/C Seater/Sleeper
Hyderabad,Vijayawada,LIMOLINER,A/C Sleeper (2+1),08:00 PM,02:10 AM,06h 10m,2.8,810,6,A/C Sleeper
Hyderabad,Vijayawada,SAMANVI CITICONNECT,Non A/C Seater / Sleeper (2+1),08:00 PM,02:30 AM,06h 30m,2.8,509,8,A/C Seater/Sleeper
